3844	2	2966
3096	10	3161
1681	0	3667
3884	1	3666
2910	2	2760
1583	0	240
2610	5	3382
1510	2	1543
2682	8	610
2192	0	3213
3561	2	3180
1697	6	3038
2666	0	275
135	1	2696
2332	0	4019
2433	5	3478
534	2	3178
2181	2	4132
2471	3	1521
2381	3	1919
2829	0	2062
895	5	1964
3174	0	3000
2386	8	3920
2181	2	1828
2551	2	318
3415	1	1042
2488	5	3251
2497	1	1229
399	3	1447
2476	1	3029
648	0	3234
3984	2	2653
3299	2	3575
1982	1	331
1584	3	1521
719	8	3723
3842	0	4129
1567	2	2783
3717	2	10
2586	0	2828
2313	6	1163
145	10	718
379	2	3061
2001	0	1268
2377	3	2965
2338	0	2179
1814	0	1432
1065	0	241
1246	3	400
2264	3	1597
3623	0	4026
2704	0	610
3626	0	2653
2697	10	1865
61	2	115
2718	3	3435
3072	0	3698
1967	0	12
3536	2	368
3786	2	2933
879	10	2113
2536	8	3477
2585	3	4089
556	9	1010
3888	2	1251
456	2	3109
3790	2	2960
4047	3	1691
99	0	469
1180	2	2950
2610	0	3583
2497	0	275
34	2	2760
2818	5	441
2272	8	3435
2867	0	1339
4216	5	3331
3849	2	1688
2711	0	736
3060	0	1041
2329	0	3839
500	2	1032
788	10	3535
1922	3	447
239	2	939
1053	2	308
1915	2	4117
3551	2	1445
3934	2	3120
1982	9	1863
1128	5	3478
3523	2	944
2594	8	3026
2840	0	4026
250	3	533
2202	0	1339
1548	0	386
1078	2	1243
3388	2	2778
3808	0	1941
3798	2	3263
2615	3	3024
3997	2	474
3286	2	86
1442	2	3200
565	1	1706
2870	5	2540
2594	10	3119
2941	0	1702
1659	0	4034
497	2	1339
2385	10	655
2575	2	1668
3564	0	2828
2838	0	4159
2573	9	1863
4141	0	2572
3213	10	3823
860	10	2096
620	2	4117
2438	9	1250
2223	3	1165
1053	2	2969
4134	2	1257
2329	3	1506
2229	1	1509
3123	0	2934
2289	0	651
3932	2	3537
2685	8	2066
834	8	4013
301	0	3182
887	2	3265
2691	8	2634
1815	6	4020
3452	2	4057
3964	2	1652
2377	0	2677
3760	3	1464
3890	2	4021
317	2	3244
2893	5	3444
440	3	3614
1366	2	4146
2611	10	3552
1726	3	1804
3441	0	3265
2706	5	3308
4137	2	1065
3011	3	1748
350	2	2950
394	2	2021
3833	2	593
517	5	3554
82	2	4132
3857	2	3005
4202	9	737
503	0	2100
1560	9	400
2902	9	535
2910	2	1932
3320	2	3234
3103	10	1384
2550	7	539
3728	0	582
913	2	5
1525	2	1682
3561	0	554
503	0	4008
2625	5	3875
3376	2	3627
3771	2	4138
225	0	1415
3840	2	71
2401	3	4023
1939	0	1846
1204	0	2197
2293	3	424
1966	2	3200
2740	10	2158
993	0	2504
408	2	322
1763	2	35
1527	6	3265
1928	2	1349
3335	2	1639
2832	3	514
450	2	2533
1537	0	2753
1202	3	386
2189	0	1089
2064	3	1149
3060	2	3200
2215	0	2854
4178	3	737
3387	2	1023
4059	0	2921
844	0	1391
2544	0	1555
2148	0	3045
3217	3	1254
1362	2	3754
2808	2	2936
289	2	3163
1797	1	566
2520	9	76
2395	8	1969
2866	0	1451
3906	2	3651
364	9	4108
128	3	1902
841	9	3081
3839	2	1382
4149	0	2854
3938	2	1781
2274	5	2505
4203	0	3503
1916	2	3537
3942	2	528
4074	2	86
205	3	1902
206	6	4219
3145	2	16
4153	0	3234
1380	2	3754
924	10	1324
1804	2	4067
370	9	3115
1281	0	2985
629	2	3751
3249	2	3671
2986	3	744
3786	2	4021
2691	0	778
2834	3	3576
2884	1	151
2725	8	1883
2772	2	1193
4224	9	1192
1418	2	1760
1710	1	4049
837	10	1834
500	2	498
2485	10	2802
276	0	2912
3969	2	1538
497	2	2978
3541	2	1288
3834	6	1457
927	0	3471
1401	2	1247
2856	5	80
74	2	9
4230	2	4042
2171	0	1863
3235	0	3576
940	2	2826
3614	2	2021
963	0	3059
1512	0	716
1550	3	3939
3277	2	1306
2031	3	3795
2453	0	4034
467	2	20
767	10	182
629	2	278
626	2	1894
1585	6	4187
570	2	2786
906	9	3696
3317	2	3120
964	8	632
2718	5	2432
1510	2	1024
3096	3	2170
828	9	869
1533	2	401
147	0	3139
2426	1	316
4197	9	3748
2868	9	343
3626	1	2203
1548	8	451
290	9	1324
3731	10	1373
2817	1	3087
1090	0	3259
2504	0	2496
3263	2	271
2170	1	1209
3939	2	1814
3728	0	1702
3052	2	3257
1089	0	3767
2684	3	3711
528	2	1031
3561	2	383
18	0	488
2846	0	2170
1790	3	3696
2265	0	2190
2843	3	3767
2040	1	299
1669	1	3122
3539	2	1349
3932	2	3242
930	3	4116
3585	2	2044
2368	3	3767
2333	1	4161
3558	3	3505
2425	8	408
3073	0	1149
2958	0	3698
3381	8	3342
1671	5	3458
788	3	4089
1691	2	1239
3588	0	1186
830	10	3165
2688	8	1319
2814	0	3212
2894	3	3655
1537	2	3048
199	0	3297
3790	2	329
407	0	4159
820	9	102
465	2	1116
3542	2	1283
1253	2	4134
851	9	3421
797	3	1926
2856	3	125
2290	3	2020
3237	8	1833
1442	2	1286
3166	3	400
3889	2	1845
3588	2	1225
4229	9	3040
2132	2	1903
2898	5	4033
331	8	246
239	2	439
144	9	3686
981	6	2075
1824	0	3129
1797	3	3767
2475	3	1764
2446	9	3756
2424	0	537
563	2	1232
2832	9	1050
3213	8	3716
3033	0	1760
2491	3	1464
3700	1	2798
1108	10	3805
2001	0	1449
2867	3	125
432	3	3839
3426	2	3106
225	2	473
1156	0	1186
3361	2	3120
2042	3	386
1751	2	2667
536	2	3651
921	9	80
2725	5	2655
538	9	3235
2454	6	729
2394	5	3222
2366	2	1233
2300	1	1566
2295	0	2062
2130	0	1691
2550	6	274
3553	2	1844
1066	0	1502
1610	1	4081
1928	2	1756
2759	2	4130
843	10	2788
437	1	2178
953	2	4042
2295	0	275
3944	2	3234
2626	2	1482
2552	2	3176
1817	3	2780
3744	0	716
4136	0	2909
1372	2	4139
3971	2	3
553	2	1067
3906	2	2726
519	0	3738
1281	8	143
116	6	4174
781	0	1846
4053	3	3040
720	10	3458
3614	2	1045
3930	2	1645
2484	5	3116
773	2	3575
3018	2	2988
2042	3	4089
2364	8	3875
1711	0	3857
4218	3	3861
795	8	1120
3639	1	1470
2264	3	1902
3943	2	271
2708	8	643
2455	0	3197
1630	2	253
1923	3	2815
2487	10	462
2662	9	872
3066	0	2921
2409	2	3102
2030	6	365
1202	1	2346
2071	0	2143
3904	2	329
727	5	2108
2830	9	1902
2406	2	474
3310	2	1653
2627	5	2947
169	0	159
1920	0	734
2570	0	1339
2485	5	3968
61	2	2143
2263	3	3333
3953	2	2178
164	8	246
503	0	591
566	8	3482
3213	2	1403
2268	0	2909
1027	0	125
1620	0	1213
423	0	1371
3447	2	1501
2198	3	1297
2486	8	4163
3233	2	595
3847	8	839
3427	2	2639
3770	2	10
370	5	1327
3283	1	2942
1966	2	1248
395	0	2753
822	9	2669
4127	3	3040
733	3	12
1913	2	2966
4151	3	1902
3951	2	1096
1683	2	1950
1401	2	301
3153	0	4027
2224	0	2787
559	3	1324
54	9	1577
2543	0	2179
2223	0	363
4218	9	371
3007	0	3645
876	2	3263
1171	0	3899
3858	2	4011
955	0	554
3376	2	1382
3432	2	2508
879	9	1324
2873	6	3607
1568	5	626
2473	9	3645
727	10	3295
2225	1	376
2475	3	4063
714	5	109
2853	8	1311
3134	0	591
1405	2	1950
2631	8	1899
3900	2	2142
828	10	4028
1619	0	72
3160	6	1624
52	8	2083
4149	0	2062
2213	3	3795
1630	2	1694
3709	0	3040
3777	2	4024
288	2	2974
503	2	1085
2257	0	4177
590	2	1239
2690	5	3496
3363	2	1252
64	2	1261
697	2	3265
1709	8	3552
228	2	308
1571	6	411
1749	0	3000
3682	0	1947
1590	2	2968
846	9	408
2871	10	3215
3656	2	3263
1253	2	3588
2337	10	4013
3333	2	24
3825	2	3749
70	1	2444
2589	3	447
1012	1	50
2614	0	1669
2481	5	2545
2706	3	1324
3862	2	3178
627	1	1641
2388	9	2019
3961	0	271
2814	1	2757
587	8	2598
4243	9	1565
3500	2	252
3183	10	143
538	9	4155
3824	2	3634
942	0	1506
198	2	1471
4053	3	514
1086	2	1289
2377	0	3172
432	9	3692
1305	2	4117
4016	3	3626
2421	9	984
164	2	1322
2079	0	287
1442	2	2824
1255	2	281
1111	2	2667
1571	9	125
986	5	3358
2329	3	3194
2953	2	2054
3741	2	2760
3306	2	1782
2580	3	2734
3878	2	3109
2276	1	151
1749	0	1286
2579	3	4201
3161	2	278
2103	10	2815
1874	3	2053
4100	0	2965
2699	0	4019
2468	3	3505
3765	2	3061
1437	0	3105
1614	9	1918
3524	2	1023
2556	0	4124
3481	2	1463
99	0	580
3722	0	3439
1305	2	3200
1520	2	3263
2277	6	41
3964	2	3737
765	9	3283
949	3	3696
2045	2	1471
1919	0	1506
4137	2	308
128	6	336
2322	1	3645
694	3	3839
954	0	2575
3367	2	2177
30	0	651
1638	0	1415
54	3	1198
801	9	4129
501	2	1538
2656	3	1530
44	5	3295
1511	2	2574
2866	1	543
4210	1	566
3339	2	2456
1717	1	4046
724	3	3939
2577	0	3777
3846	2	1631
2363	3	1324
827	10	447
632	2	3262
3444	2	2653
1751	0	3139
3699	10	3445
1789	0	3059
750	8	3026
4045	8	3583
4045	0	2985
2487	8	1097
2217	1	532
1908	2	1755
974	3	737
2796	2	13
2005	9	2053
4002	1	2346
2870	8	3488
3870	2	1185
1663	0	1324
2337	10	3125
1481	0	1250
4137	2	2906
3959	2	2021
2043	3	3696
1700	2	2177
758	3	3251
103	2	2974
151	1	2153
315	8	3284
2372	9	2019
540	10	3205
3179	2	314
3090	0	993
1249	2	2665
750	6	2967
2043	0	2912
3741	2	7
2413	0	115
1921	2	130
983	2	1339
2438	0	102
3305	2	3253
3539	2	1688
3161	2	1266
344	2	2653
4104	0	1502
2885	10	1135
1533	2	1337
2759	2	2118
2316	0	62
714	5	106
3760	3	1902
3189	3	3505
769	3	2096
239	2	1168
3553	2	518
3846	2	314
1949	0	716
1014	0	469
1593	0	2787
3493	2	1006
3569	1	929
2642	0	3554
1986	8	2093
472	2	1006
2313	8	2653
3291	9	2780
2883	3	1174
4005	3	1804
3871	2	279
3514	2	3234
2593	1	2267
4160	8	1110
4222	9	1050
2392	8	3487
3750	10	3823
2482	2	3263
2124	0	1339
2556	0	2587
533	1	2507
3856	2	1276
1194	0	3234
788	9	2019
2468	0	4091
3153	0	2048
1156	2	686
168	3	3614
2558	3	3235
3630	0	1705
540	5	990
4206	0	4026
2390	0	2793
1544	3	2858
82	2	234
1480	2	7
3769	2	2974
4185	3	1245
2611	8	2655
2562	3	1034
909	3	2102
4157	2	596
1703	2	3226
196	0	2815
3153	2	1241
2066	2	182
2263	0	3198
4229	10	1240
170	3	1565
921	10	2930
503	2	2145
4003	10	1730
2869	1	2898
1047	0	2062
1926	2	1289
752	2	3265
958	0	3416
2240	9	386
402	0	985
202	1	2898
1989	0	3736
2741	5	3036
1271	0	2828
1246	3	1902
2305	0	2782
3578	9	1597
3110	0	4026
1367	2	731
180	8	3382
4151	3	4089
1760	2	229
183	0	2774
1667	2	265
3900	2	3651
2330	0	2854
370	3	1863
2720	3	785
4151	3	3614
1424	2	4055
588	3	1597
1245	2	368
908	3	3757
2848	0	1705
926	0	400
251	0	2114
3802	2	2760
1177	1	2005
1610	0	3167
1255	2	1434
526	1	3668
3833	2	3012
2436	3	514
3425	2	1537
3103	10	4028
2863	10	1804
2611	5	3382
2318	1	2454
2167	2	1766
941	0	2114
2617	6	3258
1384	9	2096
1511	2	2928
2546	10	912
382	1	2250
4079	3	1521
2325	3	1149
920	10	1741
2675	5	4009
3339	2	1945
205	0	2815
2377	3	580
629	2	2976
660	0	3263
2005	3	3125
1104	10	1291
2421	9	400
2475	3	2996
3101	1	4046
1625	9	1294
2626	2	2854
2685	9	3445
3865	2	2735
3667	2	4099
1447	0	1089
3430	0	3439
983	2	1243
1519	2	1023
2589	3	400
372	0	2828
2628	5	189
650	0	1186
2791	0	62
1502	0	3263
1176	1	1646
2447	9	2152
2716	10	3464
3545	2	3579
3056	3	2019
3080	2	461
226	2	569
3954	2	3051
3889	2	283
2886	6	3187
1463	0	3129
2257	0	188
3512	2	1352
3847	9	3482
3818	2	551
3472	2	1067
1195	5	872
1689	0	3124
48	10	3536
2218	0	2787
1141	0	2965
1418	2	3839
2695	3	1748
3697	8	3342
1820	3	1839
3719	2	1408
930	3	3601
2946	2	2760
2666	1	2860
3469	2	2760
2555	0	1488
855	3	3125
190	5	1860
203	8	3492
767	10	3440
1968	0	4077
584	0	1947
2407	0	3698
3674	0	2506
972	6	3067
2267	3	400
3857	2	3092
3569	0	4129
566	3	2815
4146	6	4182
642	9	744
3385	2	3253
1703	2	595
3960	2	3234
3985	2	2760
882	3	2096
2836	3	1804
216	8	1132
2362	0	4091
1925	3	978
426	0	1440
3917	2	1270
2378	0	1764
3911	2	3200
1604	1	4220
1234	0	2305
1788	2	519
430	2	4021
3750	2	739
1835	6	310
965	3	3696
714	3	2445
3055	9	125
972	6	972
3910	2	2667
3741	2	4138
497	2	2786
1573	0	2828
3293	2	3234
4211	0	240
856	8	652
2879	0	2946
3217	3	2197
240	1	2298
734	0	2629
2198	3	3407
2493	3	1192
4244	1	1368
1180	2	2178
3769	2	366
2791	1	1957
1483	9	4077
2656	5	3299
1773	2	103
4223	2	474
2613	0	623
2081	6	1667
177	0	15
1837	5	4009
3078	0	1634
3108	0	4162
2561	10	3252
3329	2	2976
1859	0	72
538	3	3068
4211	3	580
4224	3	1748
2732	1	2343
1684	3	2170
1615	10	2073
1880	8	1741
4177	0	72
1640	9	1565
168	3	1691
2471	0	240
3976	2	3992
176	3	804
1369	2	1538
2040	8	1423
3767	2	579
2602	1	3022
747	9	3125
68	5	1103
2983	10	1254
1586	0	3059
1815	0	1932
1483	3	869
2551	0	1041
130	2	523
255	3	1245
3921	2	1950
3876	2	2177
790	10	1786
2274	5	419
2942	8	1319
64	2	20
1401	2	13
3932	2	1762
2612	8	3225
1798	3	3505
3134	2	2110
1675	0	2077
3871	2	231
2014	2	1251
2993	0	981
497	2	1781
480	2	1909
802	8	3086
540	0	3257
3041	2	3759
2027	9	3696
3153	2	2186
23	2	1067
1464	2	368
2473	3	4155
3803	2	3691
2473	9	1304
2898	7	3265
629	6	1974
470	2	2771
2289	0	1932
4248	2	1755
2891	0	3673
2283	1	642
2058	3	2019
659	3	2092
1726	6	1864
3125	9	514
251	0	317
3611	0	4159
3330	2	1006
1570	0	1685
3773	2	1746
3475	2	3265
3629	2	231
2898	9	447
3473	2	1274
2528	9	3576
2043	3	2114
3750	2	4021
2642	5	1035
1621	0	15
3564	0	1702
284	2	4168
1906	9	3105
3007	0	3807
1733	3	102
1452	2	3061
2411	6	3004
2613	3	2492
3828	2	1755
3387	2	962
1726	3	1192
198	3	959
2427	0	2143
2005	8	1954
1611	3	2092
3339	2	3128
239	2	4117
1269	2	1626
3872	2	230
3911	2	1543
2678	2	2143
1125	2	1326
2045	2	1669
191	8	3418
3249	2	2988
657	0	2143
3365	6	849
3964	2	3253
2556	9	2828
1512	0	2965
1184	0	582
1974	6	3968
2436	9	125
301	2	1599
1957	2	473
1367	2	1166
1691	2	4168
2804	3	2020
2882	3	2191
2610	8	165
3816	2	3754
2759	2	461
1576	3	3000
3022	0	3757
2485	3	3040
3776	2	3063
739	0	4134
3303	2	1950
70	9	537
1556	1	1583
2317	3	488
3779	2	1023
3934	2	86
2084	0	4116
1288	0	1834
967	9	3758
1414	2	2826
425	2	2987
666	3	2020
1810	1	4011
470	2	3079
3846	2	3061
3789	2	3010
2610	8	2247
1922	9	1250
3836	2	2936
1526	2	2828
331	7	3664
3745	0	2130
2910	2	1289
1788	2	739
458	0	3105
3741	2	1382
2215	5	1994
704	6	2994
3526	2	1435
868	0	1927
1323	0	3666
2383	5	1119
629	2	2023
317	2	1886
552	2	3169
3527	2	576
2065	3	3505
2182	10	3264
248	8	2215
757	9	1050
1417	2	3054
1417	2	1999
1514	2	1237
1570	9	2828
128	9	4082
2975	2	4021
2880	8	766
2635	6	3241
331	10	1480
1522	2	1270
908	0	2162
3199	2	1805
3203	0	2921
3856	2	1142
225	2	1932
2102	2	1792
1380	2	2960
1917	2	3178
929	5	339
2199	6	3257
435	1	3103
2706	9	3696
134	5	636
2160	0	1776
3189	0	1339
3053	0	2020
3162	0	488
3855	2	1229
1874	9	2053
3909	0	2653
2316	7	3327
882	3	533
1681	0	2445
1131	0	3439
145	5	1319
406	3	629
2853	3	3505
4045	0	2629
877	2	3575
2789	0	3129
4047	5	3313
44	3	1972
4052	3	3139
1804	2	2963
3911	2	3537
3249	2	2574
318	0	1065
2232	3	2096
3484	2	384
164	0	4008
3681	1	1787
2623	9	1719
3980	2	1999
2755	2	4036
412	1	1163
44	5	3314
250	3	1473
913	2	3691
2417	3	386
1532	7	3655
1679	0	4129
2277	3	3249
1759	2	1247
566	8	3931
3096	5	3384
2715	0	1328
2166	2	448
1483	9	2795
3919	2	2783
3153	2	59
2962	2	1349
1403	0	4158
695	8	1769
3083	0	1231
2414	6	2240
2598	5	3323
2308	8	113
2323	1	4050
3762	2	1842
2026	3	2772
2305	0	1535
1344	2	1408
3995	3	3614
2609	6	1216
3959	2	3042
4065	0	2018
2927	0	2130
2352	1	1878
3029	3	1565
2488	0	1215
1088	6	1932
1108	10	1375
503	2	954
1527	0	2828
1800	2	2760
3408	2	4099
1447	2	2512
1966	2	3109
477	2	3240
664	6	1667
2730	0	3736
420	6	1932
242	1	2898
276	0	3576
1988	7	3327
3578	3	1748
3917	2	3907
3938	2	1694
2577	0	2525
720	3	2053
401	0	3105
792	9	102
1909	0	2782
3199	2	251
3510	2	1392
3860	2	2133
3095	2	1403
3864	2	3109
2345	8	1883
803	2	3333
1158	3	3774
2434	0	582
1814	0	1486
3777	2	2186
558	10	2588
2569	8	2540
1256	0	3139
1760	2	4042
2810	2	4135
3801	2	1232
3365	2	2760
1737	2	522
2352	5	3225
3677	1	4149
613	1	2188
3680	2	3651
3870	2	1845
3082	0	744
2631	3	125
1259	3	1477
1870	2	2837
964	0	3446
834	10	3552
1271	0	1339
3975	2	3242
1196	9	3129
3188	3	3696
2853	8	8
2058	3	125
2693	8	189
1912	6	377
3485	2	1067
2808	2	418
3078	0	1766
2372	3	3618
3801	2	3106
3920	2	474
3826	2	395
1780	2	1268
2675	9	1748
2853	0	2170
2686	10	2137
4160	0	651
3980	2	1382
1427	2	2906
475	6	1152
3049	8	1937
395	2	2667
2699	3	3225
2725	3	3546
2915	3	1804
57	2	473
3521	2	3200
3937	2	2771
3853	2	3061
2404	0	514
1402	2	1024
1998	1	1280
3887	2	3200
1305	2	3253
4229	3	400
982	0	3439
0	1	543
2796	0	415
3188	0	125
4051	0	537
634	1	4052
3867	2	474
2421	9	125
2256	0	1670
2533	0	164
3269	6	3704
1990	8	2844
1818	8	3477
1590	2	3754
3081	9	3696
4229	10	2815
1128	3	2772
1693	3	1980
3415	3	3939
782	0	3439
4218	0	4167
1178	8	3482
457	2	1501
4052	9	447
3803	2	637
3801	2	3200
3494	2	595
2997	0	2114
3810	2	1631
66	2	1795
829	3	3040
3154	9	3115
3783	2	13
1850	7	1310
4106	0	1839
851	9	672
2490	3	1192
317	8	246
2715	3	3488
3458	2	4117
2986	3	2784
4085	2	3627
3560	0	3139
3102	0	2965
3140	2	3992
1551	0	2854
1882	0	2062
3352	2	3614
3457	2	3593
1600	0	1149
2189	0	2934
3788	2	2653
2499	3	408
873	10	1597
2328	3	3614
2870	5	3492
2329	0	378
1818	0	2062
3876	2	1281
64	2	1844
4169	0	2921
780	0	3298
2536	0	2657
3856	2	1756
135	6	1205
3767	2	4115
2411	3	1804
2751	3	2096
2223	6	4241
2603	3	3839
2348	3	1760
1462	2	3617
2408	2	1382
200	1	3428
2853	5	3327
2839	8	3477
4037	0	2305
3624	0	1064
2113	1	50
1911	2	1755
3918	2	1289
3395	2	3988
3870	2	4132
2693	5	1162
2181	2	460
1056	0	1471
3483	0	3263
2090	6	3262
2024	3	2772
165	2	3231
3422	2	3234
4078	8	268
22	0	1863
822	3	4077
1540	3	629
2624	8	290
2990	8	3315
135	8	950
882	3	1725
2043	8	3297
894	8	3075
2612	5	3656
3855	2	1024
2327	3	629
2523	2	473
1199	0	3235
3052	2	3727
1603	1	2437
1253	2	1044
3630	10	74
2544	0	2046
3614	2	2760
3964	2	1639
3845	2	3058
1044	2	234
276	0	1245
2477	9	1748
731	0	1863
1245	2	1890
3585	2	4114
1298	1	2954
4231	5	3584
2318	3	3601
1468	2	3627
3380	2	1463
4092	2	2906
2326	5	1662
218	10	3295
2579	0	1841
1397	2	1543
1545	9	2092
892	0	2901
3911	2	314
2425	8	1541
4045	2	686
2267	9	1250
654	9	4201
2362	3	1776
1590	2	3627
394	2	86
4085	2	1950
2456	0	1502
1492	2	1281
2556	0	3156
1442	2	527
2129	3	2772
82	2	4121
2722	0	1702
2528	0	2784
2687	8	2106
3409	2	2906
1380	2	1285
3876	2	3199
250	0	437
2562	3	4028
1133	2	3653
3572	0	2240
1741	2	3271
3588	2	4060
3944	2	3
2341	0	537
2898	6	976
1764	0	2092
3818	2	2794
64	2	4055
2013	2	4114
1995	0	3213
3402	2	383
2840	3	3333
1663	0	4089
3337	2	3884
2534	10	3511
1961	2	2652
1922	9	3696
2513	0	3612
3550	2	2948
1586	3	3795
3887	2	283
230	2	473
1404	3	2019
3385	2	473
2640	5	1435
1419	2	20
949	3	4028
2241	8	1319
3352	2	3234
3943	2	288
2456	0	488
1741	2	322
1199	0	2996
1397	2	2280
4188	2	474
2299	9	514
262	8	3554
2181	2	2974
1676	1	364
301	2	3627
3911	2	13
3491	2	3240
175	2	2995
3249	2	3752
2686	8	2158
1516	2	1067
2570	5	3445
791	9	644
4051	0	1669
2298	6	596
3560	2	537
216	0	3257
2223	8	3445
2500	0	271
3466	2	2075
1405	2	383
1307	8	1137
867	9	3738
964	8	737
589	0	3774
3185	0	1092
566	3	3601
2638	2	283
3918	2	2933
2530	3	2074
1222	2	1754
2267	3	12
620	2	2760
2043	0	2784
1193	10	3716
225	2	2507
2486	9	3696
242	5	3487
1787	8	441
3741	2	1471
2042	10	1172
491	0	4129
328	6	4192
2281	1	160
558	8	3554
3337	2	2538
1143	2	2760
733	0	2909
4168	2	251
2903	7	3265
3096	3	2053
767	0	1435
2317	3	3839
3759	0	1281
1584	0	869
2474	3	1346
4085	2	474
767	8	1119
1516	0	1486
1251	0	3115
3956	2	2049
3839	2	2969
3134	2	1270
141	8	2492
584	0	2062
2847	3	1192
781	9	1293
2137	2	3261
1155	8	3188
2367	2	3997
3869	2	4117
634	3	1324
2537	0	3604
468	2	1948
1042	1	3101
727	9	4089
2381	9	4001
1191	0	2854
3639	0	2190
2378	0	2565
161	1	2265
3513	2	1106
219	6	3257
87	8	4242
2446	9	1488
2319	3	2965
1926	2	1288
803	2	4060
3541	2	1024
4169	0	1502
3704	0	716
657	3	447
465	2	1762
2623	9	1927
2261	0	2077
2121	2	461
1108	0	3198
2121	2	954
3466	2	82
1362	2	1382
3560	2	38
2863	0	1471
3793	2	4117
2205	8	391
2317	3	1776
296	0	72
4151	8	1391
2124	9	3129
3858	2	1031
1545	1	2487
2133	2	941
1709	9	1597
288	2	3675
3393	2	849
2713	9	435
3056	10	730
2235	3	1937
2712	0	305
2666	3	2492
251	0	1537
3908	2	292
3870	2	1261
2378	3	1804
121	0	2828
3703	8	3215
2500	2	3262
4209	3	3505
39	5	3237
3832	2	2887
4136	0	1918
1871	2	3651
2211	0	582
3352	2	2958
1260	2	13
196	0	305
2799	0	371
2535	8	3297
3173	2	499
2284	0	1301
2257	0	1224
896	3	1050
1914	2	1238
3985	2	3063
478	2	2639
2825	3	1691
3083	2	2577
1156	2	3021
953	2	1755
3908	2	449
204	0	2653
1056	5	3113
1415	2	2147
620	2	2564
1754	0	3697
3650	1	2476
209	0	125
1129	2	4021
812	8	2687
4236	9	3576
3836	2	418
2807	2	496
555	2	474
2611	0	725
